Source,Target,Type,Id,Label,Weight
euan_burton,sophiejsays,Directed,1794,,1
britishjudo,usajudo,Directed,1795,,1
britishjudo,sarahclark_judo,Directed,1796,,1
britishjudo,euan_burton,Directed,1797,,1
britishjudo,sophiejsays,Directed,1798,,1
britishjudo,judoscotland,Directed,1799,,1
ashleymckenzi12,sjlowe,Directed,1800,,1
ashleymckenzi12,sarahclark_judo,Directed,1801,,1
ashleymckenzi12,euan_burton,Directed,1802,,1
ashleymckenzi12,bigyin78,Directed,1803,,1
ashleymckenzi12,sophiejsays,Directed,1804,,1
kirkbridepeter,robbierenwick,Directed,1805,,1
kirkbridepeter,hannahmiley89,Directed,1806,,1
kirkbridepeter,jamesgoddard83,Directed,1807,,1
kirkbridepeter,davidcarry,Directed,1808,,1
kirkbridepeter,euan_burton,Directed,1809,,1
bigyin78,sarahclark_judo,Directed,1810,,1
bigyin78,euan_burton,Directed,1811,,1
bigyin78,ashleymckenzi12,Directed,1812,,1
bigyin78,sophiejsays,Directed,1813,,1
bigyin78,judoscotland,Directed,1814,,1
robertbouten,planetcanoe,Directed,1815,,1
robertbouten,richardhounslow,Directed,1816,,1
robertbouten,paulwycherley,Directed,1817,,1
robertbouten,hayleigh_mason,Directed,1818,,1
robertbouten,gbcanoeing,Directed,1819,,1
liampitchford,christophermcd_,Directed,1820,,1
liampitchford,ettatabletennis,Directed,1821,,1
liampitchford,chloewhyte,Directed,1822,,1
liampitchford,sible2109,Directed,1823,,1
liampitchford,pdrinkhall,Directed,1824,,1
jdwaller6,chloewilcox86,Directed,1825,,1
jdwaller6,angiewsmith10,Directed,1826,,1
jdwaller6,craigfigesgbwp,Directed,1827,,1
jdwaller6,joregan91,Directed,1828,,1
jdwaller6,sdking4,Directed,1829,,1
damekellyholmes,clitherbot,Directed,1830,,1
damekellyholmes,paulajradcliffe,Directed,1831,,1
damekellyholmes,goldiesayers,Directed,1832,,1
damekellyholmes,j_ennis,Directed,1833,,1
damekellyholmes,gregjrutherford,Directed,1834,,1
katehaywood,robbierenwick,Directed,1835,,1
katehaywood,mrgrantturner,Directed,1836,,1
katehaywood,swimmerross,Directed,1837,,1
katehaywood,joannejackson86,Directed,1838,,1
katehaywood,caitmcclatchey,Directed,1839,,1
djbeachvolley,gbrvolleyball,Directed,1840,,1
djbeachvolley,shuvolleygb,Directed,1841,,1
djbeachvolley,vballengland,Directed,1842,,1
djbeachvolley,zara_dampney,Directed,1843,,1
djbeachvolley,lucy_boulton,Directed,1844,,1
greggweaver062,shuvolleygb,Directed,1845,,1
greggweaver062,vballengland,Directed,1846,,1
greggweaver062,djbeachvolley,Directed,1847,,1
greggweaver062,zara_dampney,Directed,1848,,1
greggweaver062,lucy_boulton,Directed,1849,,1
zara_dampney,shuvolleygb,Directed,1850,,1
zara_dampney,vballengland,Directed,1851,,1
zara_dampney,djbeachvolley,Directed,1852,,1
zara_dampney,greggweaver062,Directed,1853,,1
zara_dampney,lucy_boulton,Directed,1854,,1
beach_volley_uk,shuvolleygb,Directed,1855,,1
beach_volley_uk,vballengland,Directed,1856,,1
beach_volley_uk,djbeachvolley,Directed,1857,,1
beach_volley_uk,greggweaver062,Directed,1858,,1
beach_volley_uk,lucy_boulton,Directed,1859,,1
lucy_boulton,shuvolleygb,Directed,1860,,1
lucy_boulton,vballengland,Directed,1861,,1
lucy_boulton,djbeachvolley,Directed,1862,,1
lucy_boulton,greggweaver062,Directed,1863,,1
lucy_boulton,zara_dampney,Directed,1864,,1
adamdixon16,gcp01,Directed,1865,,1
adamdixon16,jfair25,Directed,1866,,1
adamdixon16,markpearn3,Directed,1867,,1
adamdixon16,aliwilson17,Directed,1868,,1
adamdixon16,iainlewers,Directed,1869,,1
darrencheesman,englandhockey,Directed,1870,,1
darrencheesman,markpearn3,Directed,1871,,1
darrencheesman,jimmyt20,Directed,1872,,1
darrencheesman,rs_smudge,Directed,1873,,1
darrencheesman,menshockey2012,Directed,1874,,1
bwfmedia,rajivouseph,Directed,1875,,1
bwfmedia,jennywallwork,Directed,1876,,1
bwfmedia,jessicamayne_x,Directed,1877,,1
bwfmedia,badmlntonenglnd,Directed,1878,,1
bwfmedia,mariana251,Directed,1879,,1
badmlntonenglnd,rajivouseph,Directed,1880,,1
badmlntonenglnd,gabbywhite011,Directed,1881,,1
badmlntonenglnd,jennywallwork,Directed,1882,,1
badmlntonenglnd,jessicamayne_x,Directed,1883,,1
badmlntonenglnd,bwfmedia,Directed,1884,,1
scott_evans1,rajivouseph,Directed,1885,,1
scott_evans1,gabbywhite011,Directed,1886,,1
scott_evans1,jennywallwork,Directed,1887,,1
scott_evans1,jessicamayne_x,Directed,1888,,1
scott_evans1,badmlntonenglnd,Directed,1889,,1
cann213,rajivouseph,Directed,1890,,1
cann213,gabbywhite011,Directed,1891,,1
cann213,jennywallwork,Directed,1892,,1
cann213,bwfmedia,Directed,1893,,1
cann213,mariana251,Directed,1894,,1
mariana251,rajivouseph,Directed,1895,,1
mariana251,gabbywhite011,Directed,1896,,1
mariana251,nath_robertson,Directed,1897,,1
mariana251,jessicamayne_x,Directed,1898,,1
mariana251,scott_evans1,Directed,1899,,1
adfleshner,kassidycook1,Directed,1900,,1
adfleshner,christinaloukas,Directed,1901,,1
adfleshner,davidboudia,Directed,1902,,1
adfleshner,reubenross,Directed,1903,,1
adfleshner,powellstacie,Directed,1904,,1
whouvenaghel,jessvarnish,Directed,1905,,1
whouvenaghel,liamphillips65,Directed,1906,,1
whouvenaghel,lauratrott31,Directed,1907,,1
whouvenaghel,tennanto,Directed,1908,,1
whouvenaghel,joannarowsell,Directed,1909,,1
tennanto,liamphillips65,Directed,1910,,1
tennanto,lauratrott31,Directed,1911,,1
tennanto,stevenburke88,Directed,1912,,1
tennanto,swiftybswift,Directed,1913,,1
tennanto,petekennaugh,Directed,1914,,1
joannarowsell,liamphillips65,Directed,1915,,1
joannarowsell,lauratrott31,Directed,1916,,1
joannarowsell,stevenburke88,Directed,1917,,1
joannarowsell,bcreports,Directed,1918,,1
joannarowsell,geraintthomas86,Directed,1919,,1
stevenburke88,lauratrott31,Directed,1920,,1
stevenburke88,tennanto,Directed,1921,,1
stevenburke88,joannarowsell,Directed,1922,,1
stevenburke88,swiftybswift,Directed,1923,,1
stevenburke88,petekennaugh,Directed,1924,,1
teamwilliamsgbr,oliver_townend,Directed,1925,,1
teamwilliamsgbr,iamtimstockdale,Directed,1926,,1
teamwilliamsgbr,harry_meade,Directed,1927,,1
teamwilliamsgbr,britshowjumping,Directed,1928,,1
teamwilliamsgbr,mteventing,Directed,1929,,1
andrewselby1,iam_yafai,Directed,1930,,1
andrewselby1,luke11campbell,Directed,1931,,1
andrewselby1,smarshall1991,Directed,1932,,1
andrewselby1,gamal_yafai,Directed,1933,,1
andrewselby1,thomasstalker1,Directed,1934,,1
nicolaadams2012,iam_yafai,Directed,1935,,1
nicolaadams2012,luke11campbell,Directed,1936,,1
nicolaadams2012,smarshall1991,Directed,1937,,1
nicolaadams2012,thomasstalker1,Directed,1938,,1
nicolaadams2012,tashajonas,Directed,1939,,1
thomasstalker1,iam_yafai,Directed,1940,,1
thomasstalker1,warrenbaister,Directed,1941,,1
thomasstalker1,luke11campbell,Directed,1942,,1
thomasstalker1,callumsmith23,Directed,1943,,1
thomasstalker1,tashajonas,Directed,1944,,1
tashajonas,warrenbaister,Directed,1945,,1
tashajonas,luke11campbell,Directed,1946,,1
tashajonas,smarshall1991,Directed,1947,,1
tashajonas,nicolaadams2012,Directed,1948,,1
tashajonas,thomasstalker1,Directed,1949,,1
officialfig,anniebarts,Directed,1950,,1
officialfig,danusiafrancis,Directed,1951,,1
officialfig,bgmediateam,Directed,1952,,1
officialfig,jempin515,Directed,1953,,1
officialfig,hannahkwhelan,Directed,1954,,1
mgwrestling,chooky13,Directed,1955,,1
mgwrestling,danny_price,Directed,1956,,1
mgwrestling,smarshall1991,Directed,1957,,1
mgwrestling,leonrwrestler,Directed,1958,,1
mgwrestling,djsweeneygb,Directed,1959,,1
djsweeneygb,chooky13,Directed,1960,,1
djsweeneygb,smarshall1991,Directed,1961,,1
djsweeneygb,leonrwrestler,Directed,1962,,1
djsweeneygb,ashleymckenzi12,Directed,1963,,1
djsweeneygb,mgwrestling,Directed,1964,,1
kenenisabekele,paulajradcliffe,Directed,1965,,1
kenenisabekele,lemonruns,Directed,1966,,1
kenenisabekele,jojackson2012,Directed,1967,,1
kenenisabekele,leemerrien,Directed,1968,,1
kenenisabekele,katedennison,Directed,1969,,1
ettatabletennis,dariusknight,Directed,1970,,1
ettatabletennis,liampitchford,Directed,1971,,1
ettatabletennis,chloewhyte,Directed,1972,,1
ettatabletennis,sible2109,Directed,1973,,1
ettatabletennis,pdrinkhall,Directed,1974,,1
chloewhyte,dariusknight,Directed,1975,,1
chloewhyte,liampitchford,Directed,1976,,1
chloewhyte,ettatabletennis,Directed,1977,,1
chloewhyte,sible2109,Directed,1978,,1
chloewhyte,pdrinkhall,Directed,1979,,1
sible2109,gbhandball_mh20,Directed,1980,,1
sible2109,dariusknight,Directed,1981,,1
sible2109,liampitchford,Directed,1982,,1
sible2109,chloewhyte,Directed,1983,,1
sible2109,pdrinkhall,Directed,1984,,1
pdrinkhall,dariusknight,Directed,1985,,1
pdrinkhall,liampitchford,Directed,1986,,1
pdrinkhall,chloewhyte,Directed,1987,,1
pdrinkhall,sible2109,Directed,1988,,1
pdrinkhall,mstamper_tkd,Directed,1989,,1
ittfworld,liampitchford,Directed,1990,,1
ittfworld,ettatabletennis,Directed,1991,,1
ittfworld,chloewhyte,Directed,1992,,1
ittfworld,sible2109,Directed,1993,,1
ittfworld,pdrinkhall,Directed,1994,,1
jessicawalker10,paulwycherley,Directed,1995,,1
jessicawalker10,hayleigh_mason,Directed,1996,,1
jessicawalker10,rachelcawthorn,Directed,1997,,1
jessicawalker10,lanibelcher,Directed,1998,,1
jessicawalker10,louisasawers,Directed,1999,,1
sophiejsays,sarahclark_judo,Directed,2000,,1
sophiejsays,britishjudo,Directed,2001,,1
sophiejsays,ashleymckenzi12,Directed,2002,,1
sophiejsays,bigyin78,Directed,2003,,1
sophiejsays,judoscotland,Directed,2004,,1
judo_kayla,dannyharper2012,Directed,2005,,1
judo_kayla,sarahclark_judo,Directed,2006,,1
judo_kayla,ashleymckenzi12,Directed,2007,,1
judo_kayla,bigyin78,Directed,2008,,1
judo_kayla,sophiejsays,Directed,2009,,1
judoscotland,sarahclark_judo,Directed,2010,,1
judoscotland,britishjudo,Directed,2011,,1
judoscotland,ashleymckenzi12,Directed,2012,,1
judoscotland,bigyin78,Directed,2013,,1
judoscotland,sophiejsays,Directed,2014,,1
mrleepearsoncbe,oliver_townend,Directed,2015,,1
mrleepearsoncbe,harry_meade,Directed,2016,,1
mrleepearsoncbe,hesterdressage,Directed,2017,,1
mrleepearsoncbe,britishdressage,Directed,2018,,1
mrleepearsoncbe,teamwilliamsgbr,Directed,2019,,1
jknobbs,katiec_23,Directed,2020,,1
jknobbs,synchroks,Directed,2021,,1
jknobbs,vickilucass,Directed,2022,,1
jknobbs,yvettebaker91,Directed,2023,,1
jknobbs,olivia_federici,Directed,2024,,1
yvettebaker91,katiec_23,Directed,2025,,1
yvettebaker91,synchroks,Directed,2026,,1
yvettebaker91,vickilucass,Directed,2027,,1
yvettebaker91,jknobbs,Directed,2028,,1
yvettebaker91,olivia_federici,Directed,2029,,1
abrogdon11,jontyclarke,Directed,2030,,1
abrogdon11,niallstott16,Directed,2031,,1
abrogdon11,jfair25,Directed,2032,,1
abrogdon11,iainlewers,Directed,2033,,1
abrogdon11,adamdixon16,Directed,2034,,1
markgleghorne,richm6,Directed,2035,,1
markgleghorne,andyhalliday3,Directed,2036,,1
markgleghorne,aliwilson17,Directed,2037,,1
markgleghorne,abrogdon11,Directed,2038,,1
markgleghorne,ashleyjackson7,Directed,2039,,1
jesshopton1,jessicamayne_x,Directed,2040,,1
jesshopton1,bwfmedia,Directed,2041,,1
jesshopton1,scott_evans1,Directed,2042,,1
jesshopton1,mariana251,Directed,2043,,1
jesshopton1,badaust,Directed,2044,,1
britishtennis,andy_murray,Directed,2045,,1
britishtennis,elenabaltacha,Directed,2046,,1
britishtennis,brittri,Directed,2047,,1
britishtennis,vballengland,Directed,2048,,1
britishtennis,ettatabletennis,Directed,2049,,1
kizzleroberts,fie_en,Directed,2050,,1
kizzleroberts,katherinekempe,Directed,2051,,1
kizzleroberts,sophie_a_w,Directed,2052,,1
kizzleroberts,chrystalln,Directed,2053,,1
kizzleroberts,acbilardi,Directed,2054,,1
robyn_nicholls,rdrabswaterpolo,Directed,2055,,1
robyn_nicholls,chloewilcox86,Directed,2056,,1
robyn_nicholls,angiewsmith10,Directed,2057,,1
robyn_nicholls,vicbowen,Directed,2058,,1
robyn_nicholls,rosiemorris86,Directed,2059,,1
jaddsmith,rdrabswaterpolo,Directed,2060,,1
jaddsmith,angiewsmith10,Directed,2061,,1
jaddsmith,robyn_nicholls,Directed,2062,,1
jaddsmith,vicbowen,Directed,2063,,1
jaddsmith,francescasnell,Directed,2064,,1
chrystalln,katherinekempe,Directed,2065,,1
chrystalln,jthorntongbr,Directed,2066,,1
chrystalln,annabentleygbr,Directed,2067,,1
chrystalln,kizzleroberts,Directed,2068,,1
chrystalln,acbilardi,Directed,2069,,1
acbilardi,katherinekempe,Directed,2070,,1
acbilardi,annabentleygbr,Directed,2071,,1
acbilardi,sophie_a_w,Directed,2072,,1
acbilardi,kizzleroberts,Directed,2073,,1
acbilardi,chrystalln,Directed,2074,,1
bethtweddlenews,louissmith1989,Directed,2075,,1
bethtweddlenews,danusiafrancis,Directed,2076,,1
bethtweddlenews,gregjrutherford,Directed,2077,,1
bethtweddlenews,jempin515,Directed,2078,,1
bethtweddlenews,hannahkwhelan,Directed,2079,,1
jempin515,louissmith1989,Directed,2080,,1
jempin515,danusiafrancis,Directed,2081,,1
jempin515,bgmediateam,Directed,2082,,1
jempin515,officialfig,Directed,2083,,1
jempin515,hannahkwhelan,Directed,2084,,1
hannahkwhelan,louissmith1989,Directed,2085,,1
hannahkwhelan,danusiafrancis,Directed,2086,,1
hannahkwhelan,bgmediateam,Directed,2087,,1
hannahkwhelan,bethtweddlenews,Directed,2088,,1
hannahkwhelan,jempin515,Directed,2089,,1
britishgym,danusiafrancis,Directed,2090,,1
britishgym,bgmediateam,Directed,2091,,1
britishgym,officialfig,Directed,2092,,1
britishgym,jempin515,Directed,2093,,1
britishgym,hannahkwhelan,Directed,2094,,1
olivia_federici,synchroks,Directed,2095,,1
olivia_federici,jennartweets,Directed,2096,,1
olivia_federici,vickilucass,Directed,2097,,1
olivia_federici,jknobbs,Directed,2098,,1
olivia_federici,yvettebaker91,Directed,2099,,1
synchroloz,jennartweets,Directed,2100,,1
synchroloz,vickilucass,Directed,2101,,1
synchroloz,jknobbs,Directed,2102,,1
synchroloz,yvettebaker91,Directed,2103,,1
synchroloz,olivia_federici,Directed,2104,,1
bloomy181,jessvarnish,Directed,2105,,1
bloomy181,liamphillips65,Directed,2106,,1
bloomy181,davedaniell,Directed,2107,,1
bloomy181,philip_hindes,Directed,2108,,1
bloomy181,lewis_oliva,Directed,2109,,1
lewis_oliva,jessvarnish,Directed,2110,,1
lewis_oliva,liamphillips65,Directed,2111,,1
lewis_oliva,davedaniell,Directed,2112,,1
lewis_oliva,philip_hindes,Directed,2113,,1
lewis_oliva,bloomy181,Directed,2114,,1
louisehazel,shakesdrayton,Directed,2115,,1
louisehazel,andyturner110h,Directed,2116,,1
louisehazel,katedennison,Directed,2117,,1
louisehazel,gregjrutherford,Directed,2118,,1
louisehazel,martynrooney,Directed,2119,,1
badaust,gabbywhite011,Directed,2120,,1
badaust,nath_robertson,Directed,2121,,1
badaust,scott_evans1,Directed,2122,,1
badaust,mariana251,Directed,2123,,1
badaust,jesshopton1,Directed,2124,,1
caitmcclatchey,mrgrantturner,Directed,2125,,1
caitmcclatchey,roberto_pavoni,Directed,2126,,1
caitmcclatchey,jamesgoddard83,Directed,2127,,1
caitmcclatchey,swimmerross,Directed,2128,,1
caitmcclatchey,joannejackson86,Directed,2129,,1
rachvanderwal,chan2211,Directed,2130,,1
rachvanderwal,engbasketball,Directed,2131,,1
rachvanderwal,juliepage10,Directed,2132,,1
rachvanderwal,popsmbonsu,Directed,2133,,1
rachvanderwal,basketballscot,Directed,2134,,1
engbasketball,rachvanderwal,Directed,2135,,1
engbasketball,gbbasketball,Directed,2136,,1
engbasketball,basketballscot,Directed,2137,,1
engbasketball,fiba,Directed,2138,,1
engbasketball,devonvanoostrum,Directed,2139,,1
juliepage10,rachvanderwal,Directed,2140,,1
juliepage10,engbasketball,Directed,2141,,1
juliepage10,popsmbonsu,Directed,2142,,1
juliepage10,gbbasketball,Directed,2143,,1
juliepage10,basketballscot,Directed,2144,,1
luoldeng9,rachvanderwal,Directed,2145,,1
luoldeng9,engbasketball,Directed,2146,,1
luoldeng9,juliepage10,Directed,2147,,1
luoldeng9,popsmbonsu,Directed,2148,,1
luoldeng9,devonvanoostrum,Directed,2149,,1
natereinking12,chan2211,Directed,2150,,1
natereinking12,rachvanderwal,Directed,2151,,1
natereinking12,juliepage10,Directed,2152,,1
natereinking12,luoldeng9,Directed,2153,,1
natereinking12,popsmbonsu,Directed,2154,,1
popsmbonsu,rachvanderwal,Directed,2155,,1
popsmbonsu,juliepage10,Directed,2156,,1
popsmbonsu,luoldeng9,Directed,2157,,1
popsmbonsu,gbbasketball,Directed,2158,,1
popsmbonsu,devonvanoostrum,Directed,2159,,1
gbbasketball,engbasketball,Directed,2160,,1
gbbasketball,juliepage10,Directed,2161,,1
gbbasketball,popsmbonsu,Directed,2162,,1
gbbasketball,basketballscot,Directed,2163,,1
gbbasketball,fiba,Directed,2164,,1
basketballscot,engbasketball,Directed,2165,,1
basketballscot,juliepage10,Directed,2166,,1
basketballscot,popsmbonsu,Directed,2167,,1
basketballscot,fiba,Directed,2168,,1
basketballscot,devonvanoostrum,Directed,2169,,1
fiba,engbasketball,Directed,2170,,1
fiba,popsmbonsu,Directed,2171,,1
fiba,gbbasketball,Directed,2172,,1
fiba,basketballscot,Directed,2173,,1
fiba,englandbball,Directed,2174,,1
englandbball,engbasketball,Directed,2175,,1
englandbball,popsmbonsu,Directed,2176,,1
englandbball,gbbasketball,Directed,2177,,1
englandbball,basketballscot,Directed,2178,,1
englandbball,fiba,Directed,2179,,1
devonvanoostrum,engbasketball,Directed,2180,,1
devonvanoostrum,luoldeng9,Directed,2181,,1
devonvanoostrum,popsmbonsu,Directed,2182,,1
devonvanoostrum,basketballscot,Directed,2183,,1
devonvanoostrum,fiba,Directed,2184,,1
johnmacleary,chris_boardman,Directed,2185,,1
johnmacleary,joannarowsell,Directed,2186,,1
johnmacleary,bcreports,Directed,2187,,1
johnmacleary,swiftybswift,Directed,2188,,1
johnmacleary,petekennaugh,Directed,2189,,1
bcreports,chris_boardman,Directed,2190,,1
bcreports,joannarowsell,Directed,2191,,1
bcreports,johnmacleary,Directed,2192,,1
bcreports,swiftybswift,Directed,2193,,1
bcreports,geraintthomas86,Directed,2194,,1
swiftybswift,chris_boardman,Directed,2195,,1
swiftybswift,tennanto,Directed,2196,,1
swiftybswift,stevenburke88,Directed,2197,,1
swiftybswift,bcreports,Directed,2198,,1
swiftybswift,petekennaugh,Directed,2199,,1
nwilson79pistol,katylivo,Directed,2200,,1
nwilson79pistol,daigreene,Directed,2201,,1
nwilson79pistol,gorgsgeikie,Directed,2202,,1
nwilson79pistol,bengregz,Directed,2203,,1
nwilson79pistol,gregjrutherford,Directed,2204,,1
harrymartin_9,jontyclarke,Directed,2205,,1
harrymartin_9,jfair25,Directed,2206,,1
harrymartin_9,aliwilson17,Directed,2207,,1
harrymartin_9,iainlewers,Directed,2208,,1
harrymartin_9,adamdixon16,Directed,2209,,1
petekennaugh,tennanto,Directed,2210,,1
petekennaugh,stevenburke88,Directed,2211,,1
petekennaugh,johnmacleary,Directed,2212,,1
petekennaugh,swiftybswift,Directed,2213,,1
petekennaugh,geraintthomas86,Directed,2214,,1
lanibelcher,hayleigh_mason,Directed,2215,,1
lanibelcher,jboyton,Directed,2216,,1
lanibelcher,rachelcawthorn,Directed,2217,,1
lanibelcher,pdarbydowman,Directed,2218,,1
lanibelcher,jessicawalker10,Directed,2219,,1
louisasawers,hayleigh_mason,Directed,2220,,1
louisasawers,edmckeever,Directed,2221,,1
louisasawers,jboyton,Directed,2222,,1
louisasawers,rachelcawthorn,Directed,2223,,1
louisasawers,jessicawalker10,Directed,2224,,1
geraintthomas86,bradwiggins,Directed,2225,,1
geraintthomas86,chrishoy,Directed,2226,,1
geraintthomas86,joannarowsell,Directed,2227,,1
geraintthomas86,swiftybswift,Directed,2228,,1
geraintthomas86,petekennaugh,Directed,2229,,1
mo_farah,goldiesayers,Directed,2230,,1
mo_farah,j_ennis,Directed,2231,,1
mo_farah,hollybleasdale,Directed,2232,,1
mo_farah,martynrooney,Directed,2233,,1
mo_farah,damekellyholmes,Directed,2234,,1
biancaw_tkd,sarahdstevenson,Directed,2235,,1
biancaw_tkd,jadejonestkd,Directed,2236,,1
biancaw_tkd,teamgbtaekwondo,Directed,2237,,1
biancaw_tkd,gr1zzotkd,Directed,2238,,1
biancaw_tkd,mstamper_tkd,Directed,2239,,1
sarahdstevenson,biancaw_tkd,Directed,2240,,1
sarahdstevenson,jadejonestkd,Directed,2241,,1
sarahdstevenson,teamgbtaekwondo,Directed,2242,,1
sarahdstevenson,gr1zzotkd,Directed,2243,,1
sarahdstevenson,mstamper_tkd,Directed,2244,,1
aaroncooktkd,biancaw_tkd,Directed,2245,,1
aaroncooktkd,sarahdstevenson,Directed,2246,,1
aaroncooktkd,jadejonestkd,Directed,2247,,1
aaroncooktkd,gr1zzotkd,Directed,2248,,1
aaroncooktkd,mstamper_tkd,Directed,2249,,1
jadejonestkd,biancaw_tkd,Directed,2250,,1
jadejonestkd,sarahdstevenson,Directed,2251,,1
jadejonestkd,teamgbtaekwondo,Directed,2252,,1
jadejonestkd,gr1zzotkd,Directed,2253,,1
jadejonestkd,mstamper_tkd,Directed,2254,,1
teamgbtaekwondo,biancaw_tkd,Directed,2255,,1
teamgbtaekwondo,sarahdstevenson,Directed,2256,,1
teamgbtaekwondo,jadejonestkd,Directed,2257,,1
teamgbtaekwondo,gr1zzotkd,Directed,2258,,1
teamgbtaekwondo,mstamper_tkd,Directed,2259,,1
gr1zzotkd,biancaw_tkd,Directed,2260,,1
gr1zzotkd,sarahdstevenson,Directed,2261,,1
gr1zzotkd,jadejonestkd,Directed,2262,,1
gr1zzotkd,teamgbtaekwondo,Directed,2263,,1
gr1zzotkd,mstamper_tkd,Directed,2264,,1
mstamper_tkd,biancaw_tkd,Directed,2265,,1
mstamper_tkd,sarahdstevenson,Directed,2266,,1
mstamper_tkd,jadejonestkd,Directed,2267,,1
mstamper_tkd,teamgbtaekwondo,Directed,2268,,1
mstamper_tkd,gr1zzotkd,Directed,2269,,1
ashleyjackson7,jfair25,Directed,2270,,1
ashleyjackson7,aliwilson17,Directed,2271,,1
ashleyjackson7,iainlewers,Directed,2272,,1
ashleyjackson7,benhawes14,Directed,2273,,1
ashleyjackson7,adamdixon16,Directed,2274,,1
menshockey2012,richm6,Directed,2275,,1
menshockey2012,niallstott16,Directed,2276,,1
menshockey2012,andyhalliday3,Directed,2277,,1
menshockey2012,aliwilson17,Directed,2278,,1
menshockey2012,iainlewers,Directed,2279,,1
vicbowen,chloewilcox86,Directed,2280,,1
vicbowen,robyn_nicholls,Directed,2281,,1
vicbowen,jaddsmith,Directed,2282,,1
vicbowen,francescasnell,Directed,2283,,1
vicbowen,rosiemorris86,Directed,2284,,1
francescasnell,chloewilcox86,Directed,2285,,1
francescasnell,angiewsmith10,Directed,2286,,1
francescasnell,ec93,Directed,2287,,1
francescasnell,robyn_nicholls,Directed,2288,,1
francescasnell,vicbowen,Directed,2289,,1
rosiemorris86,chloewilcox86,Directed,2290,,1
rosiemorris86,angiewsmith10,Directed,2291,,1
rosiemorris86,robyn_nicholls,Directed,2292,,1
rosiemorris86,vicbowen,Directed,2293,,1
rosiemorris86,francescasnell,Directed,2294,,1
itfprocircuit,venuseswilliams,Directed,2295,,1
itfprocircuit,elenabaltacha,Directed,2296,,1
itfprocircuit,clijsterskim,Directed,2297,,1
itfprocircuit,britishtennis,Directed,2298,,1
itfprocircuit,verazvonareva,Directed,2299,,1
edclancynews,liamphillips65,Directed,2300,,1
edclancynews,davedaniell,Directed,2301,,1
edclancynews,tennanto,Directed,2302,,1
edclancynews,stevenburke88,Directed,2303,,1
edclancynews,petekennaugh,Directed,2304,,1
sonnywebstergb,gbhandball_mh20,Directed,2305,,1
sonnywebstergb,dariusknight,Directed,2306,,1
sonnywebstergb,liampitchford,Directed,2307,,1
sonnywebstergb,sible2109,Directed,2308,,1
sonnywebstergb,jadejonestkd,Directed,2309,,1
verazvonareva,elenabaltacha,Directed,2310,,1
verazvonareva,clijsterskim,Directed,2311,,1
verazvonareva,stanwawrinka,Directed,2312,,1
verazvonareva,britishtennis,Directed,2313,,1
verazvonareva,itfprocircuit,Directed,2314,,1
justine_henin,clijsterskim,Directed,2315,,1
justine_henin,stanwawrinka,Directed,2316,,1
justine_henin,gael_monfils,Directed,2317,,1
justine_henin,tsonga7,Directed,2318,,1
justine_henin,verazvonareva,Directed,2319,,1
